temperature_2m,precipitation,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,is_day,sunshine_duration,Month,DayOfWeek,MeanEnergyConsumption
2.15,0.1,59.4,20.0,19.0,100.0,0.0,0.0,2,0,0.1996594037315301
7.3,0.0,31.5,9.0,39.0,0.0,1.0,3600.0,1,0,0.2414722226851852
0.75,0.0,16.2,0.0,23.0,8.0,0.0,0.0,10,6,0.1360009083806495
13.15,0.0,100.0,100.0,100.0,99.0,1.0,0.0,11,4,0.2087565007290401
18.9,0.0,19.5,4.0,24.0,5.0,1.0,3600.0,8,1,0.2195541502239789
9.95,0.0,53.4,25.0,38.0,27.0,1.0,3600.0,4,4,0.3084555195854681
2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.1276107784431137
2.85,0.0,3.3000002,0.0,0.0,11.0,0.0,0.0,4,5,0.1871702873861247
6.8,0.0,38.699997,12.0,23.0,47.0,1.0,3600.0,12,5,0.250817442892338
13.3,0.0,0.0,0.0,0.0,0.0,1.0,3600.0,5,6,0.2522387367858801
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.1402470705078125
8.35,0.0,50.4,12.0,66.0,0.0,1.0,3600.0,5,0,0.2065984214020427
14.3,0.0,100.0,100.0,49.0,91.0,1.0,0.0,6,2,0.1001420494935217
5.45,0.0,100.0,95.0,28.0,32.0,0.0,0.0,11,5,0.3858905180351906
8.15,0.0,0.9,1.0,0.0,0.0,0.0,0.0,10,3,0.1192101082069795
3.8,0.0,30.0,1.0,40.0,17.0,1.0,3600.0,12,5,0.3633577577586207
12.05,0.0,33.300003,3.0,1.0,100.0,0.0,0.0,8,3,0.0971893101105845
5.0,0.0,30.000002,0.0,0.0,100.0,1.0,3600.0,4,6,0.2517252211028385
14.35,0.0,59.399998,66.0,0.0,0.0,1.0,3600.0,9,5,0.2159298070193031
10.85,0.0,25.2,16.0,18.0,0.0,1.0,3600.0,11,6,0.2627604543872371
22.55,0.0,49.5,55.0,0.0,0.0,1.0,3600.0,7,2,0.1553254438106509
8.55,0.0,40.5,6.0,14.0,89.0,1.0,3600.0,12,3,0.2665
13.75,0.0,57.3,33.0,0.0,92.0,0.0,0.0,10,1,0.1128630994938539
9.35,0.3,100.0,97.0,100.0,89.0,1.0,0.0,5,0,0.1877848786228622
16.7,0.0,74.4,56.0,16.0,48.0,0.0,0.0,8,0,0.209612164402317
14.85,0.0,99.3,49.0,92.0,0.0,1.0,0.0,6,0,0.2038303087202451
12.6,0.0,100.0,54.0,69.0,95.0,1.0,0.0,11,4,0.2232972907353652
-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,5,0.1669350642857142
16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0.2377183908045977
1.45,0.0,67.5,75.0,0.0,0.0,1.0,3600.0,1,3,0.2825620721816522
15.15,0.0,6.6000004,0.0,0.0,22.0,1.0,3435.518,3,3,0.2303268293658536
-1.5,0.0,100.0,98.0,86.0,8.0,0.0,0.0,1,6,0.3121016176577808
16.35,0.0,60.300003,31.0,54.0,0.0,1.0,3600.0,9,2,0.1595233963196635
6.05,0.0,41.4,0.0,36.0,66.0,0.0,0.0,11,2,0.1105686274509804
14.75,0.0,80.7,85.0,7.0,0.0,0.0,0.0,9,6,0.1594285714526214
9.2,0.2,100.0,88.0,95.0,100.0,0.0,0.0,1,1,0.1998854405522592
4.35,0.0,33.0,2.0,52.0,0.0,0.0,0.0,4,4,0.1770633029432375
1.5,0.0,100.0,98.0,0.0,99.0,0.0,0.0,3,6,0.132100739232902
8.8,0.0,1.8,2.0,0.0,0.0,0.0,0.0,4,0,0.1293358192962013
9.7,0.4,100.0,95.0,100.0,100.0,1.0,0.0,4,0,0.2277301447653429
5.15,0.0,100.0,100.0,36.0,0.0,1.0,0.0,4,3,0.2290942515243192
11.55,0.2,94.5,50.0,42.0,81.0,0.0,0.0,10,1,0.1200382513898788
3.15,0.0,51.299995,48.0,0.0,27.0,0.0,0.0,11,0,0.1990750980675146
9.8,0.1,100.0,93.0,49.0,3.0,1.0,82.017975,4,3,0.2202013970197904
18.2,0.0,28.500002,0.0,0.0,95.0,0.0,0.0,9,0,0.2853486167325428
-1.1,0.0,70.2,78.0,0.0,0.0,1.0,0.0,2,2,0.2985573194003527
5.0,0.0,43.199997,34.0,21.0,0.0,0.0,0.0,11,5,0.1261521471656441
2.8,0.0,49.8,28.0,3.0,76.0,0.0,0.0,1,1,0.2896426737789203
6.6,0.5,89.100006,0.0,100.0,97.0,0.0,0.0,11,4,0.1210877949410163
7.05,0.0,100.0,38.0,89.0,97.0,0.0,0.0,1,4,0.3017421835483871
12.35,0.2,100.0,100.0,100.0,47.0,0.0,0.0,10,5,0.166555394894027
-2.3,0.0,17.400002,0.0,29.0,0.0,0.0,0.0,11,4,0.1655510205668934
7.35,0.0,77.700005,15.0,99.0,16.0,1.0,0.0,3,2,0.2316568921034403
8.55,1.4,100.0,91.0,98.0,99.0,1.0,0.0,1,5,0.2657681303157375
15.4,0.0,15.0,16.0,1.0,0.0,0.0,0.0,9,6,0.2180829821390937
7.8,0.0,54.0,60.0,0.0,0.0,0.0,0.0,12,3,0.3879297121405751
6.35,0.0,42.300003,2.0,18.0,99.0,0.0,0.0,4,0,0.3476669275862069
15.45,0.0,95.99999,96.0,0.0,32.0,0.0,0.0,5,3,0.2220146257823129
6.65,0.0,39.600002,26.0,23.0,8.0,1.0,3600.0,1,0,0.2414066149465307
12.25,0.0,96.6,93.0,19.0,5.0,1.0,3600.0,10,1,0.1847905846396505
9.15,0.0,33.600002,0.0,56.0,0.0,1.0,3387.4456,9,2,0.1917639474210526
13.6,2.3,100.0,100.0,100.0,99.0,0.0,0.0,7,3,0.2496778254686663
8.05,0.0,3.3000002,1.0,0.0,8.0,1.0,3600.0,5,1,0.164260107384903
12.9,0.0,80.700005,20.0,66.0,77.0,1.0,3521.2568,4,0,0.2042195816539924
15.4,0.0,65.1,49.0,35.0,0.0,0.0,0.0,8,5,0.1045515695067264
14.95,0.0,61.199997,66.0,3.0,0.0,1.0,3120.473,6,5,0.2226701786398467
0.75,0.0,31.2,19.0,18.0,11.0,0.0,0.0,4,5,0.2219116483608463
9.75,0.2,78.600006,2.0,81.0,94.0,0.0,0.0,5,1,0.17260385
21.25,0.0,6.3,2.0,0.0,15.0,1.0,3600.0,7,4,0.1631053504024621
0.45,0.0,74.700005,81.0,3.0,0.0,1.0,3600.0,12,3,0.2636707479365079
17.8,0.0,54.000004,0.0,90.0,0.0,1.0,3600.0,9,5,0.2086698749278152
16.0,0.0,100.0,78.0,42.0,50.0,1.0,3600.0,10,3,0.1890176329951691
3.35,0.0,100.0,47.0,98.0,100.0,0.0,0.0,3,3,0.2791095414312182
1.75,0.0,18.9,1.0,23.0,14.0,0.0,0.0,12,4,0.2342510207936508
13.15,0.0,32.7,31.0,8.0,0.0,0.0,0.0,10,5,0.1058794513955726
5.1,0.0,20.7,9.0,21.0,0.0,0.0,0.0,1,6,0.399057639826087
12.45,0.0,24.900002,19.0,13.0,0.0,1.0,3600.0,3,5,0.24712071303155
9.35,0.0,18.0,20.0,0.0,0.0,1.0,3600.0,12,5,0.2594105263157895
11.6,0.0,31.5,35.0,0.0,0.0,1.0,3600.0,4,0,0.2028783291767554
10.35,0.0,82.799995,92.0,0.0,0.0,0.0,0.0,6,0,0.1012978122794636
7.9,0.0,100.0,96.0,75.0,96.0,1.0,0.0,12,2,0.2193538498773909
-2.85,0.0,23.400002,0.0,8.0,62.0,0.0,0.0,12,3,0.17288528669236
9.75,0.0,7.2,8.0,0.0,0.0,1.0,3600.0,2,5,0.224253313843888
8.7,0.6,100.0,83.0,85.0,27.0,0.0,0.0,1,3,0.1982180569371428
8.05,0.0,100.0,100.0,0.0,91.0,0.0,0.0,12,2,0.1300681114551083
8.1,0.0,100.0,99.0,67.0,0.0,0.0,0.0,11,4,0.3211106325549762
21.8,0.0,59.4,65.0,0.0,3.0,1.0,1886.491,9,1,0.2257829624312036
7.55,0.0,100.0,97.0,24.0,96.0,0.0,0.0,1,2,0.163183784054054
10.2,1.9,100.0,100.0,98.0,84.0,1.0,0.0,12,5,0.2996712596948819
23.9,0.0,21.900002,1.0,29.0,12.0,1.0,3600.0,8,4,0.159554998707465
15.85,0.0,90.3,45.0,83.0,0.0,1.0,3600.0,6,5,0.1981680790725047
18.25,0.0,90.3,1.0,100.0,98.0,1.0,0.0,6,3,0.168867310864954
7.25,0.0,100.0,30.0,73.0,100.0,0.0,0.0,1,3,0.3093889302308265
16.95,0.0,24.6,16.0,13.0,8.0,1.0,3600.0,6,5,0.2167657364311164
16.5,0.0,3.6,4.0,0.0,0.0,1.0,3600.0,8,5,0.1881912960545193
10.1,0.0,100.0,100.0,52.0,0.0,0.0,0.0,10,3,0.3370091408592321
13.25,0.0,47.1,23.0,14.0,60.0,1.0,3600.0,10,1,0.1864623163737057
7.05,0.0,8.4,9.0,0.0,1.0,0.0,0.0,12,5,0.4063578957894737
10.05,0.5,100.0,100.0,97.0,28.0,0.0,0.0,5,5,0.1558271343625731
12.4,0.5,100.0,100.0,90.0,100.0,0.0,0.0,10,4,0.3098058794213719
8.45,0.0,100.0,100.0,95.0,59.0,0.0,0.0,2,2,0.2967050378337532
11.8,0.3,100.0,100.0,46.0,14.0,0.0,0.0,9,6,0.1687578325629173
7.0,0.0,32.4,25.0,15.0,3.0,1.0,2323.385,3,6,0.3200183489678899
13.7,0.0,99.0,100.0,15.0,0.0,0.0,0.0,5,1,0.1061159523073319
7.85,0.0,1.5,1.0,0.0,2.0,0.0,0.0,5,2,0.1733692234342012
5.85,0.0,34.5,9.0,12.0,64.0,0.0,0.0,10,5,0.1071629347070033
-0.35,0.0,4.2,0.0,5.0,4.0,0.0,0.0,12,6,0.1436261083251231
5.0,0.0,85.5,95.0,0.0,0.0,1.0,2651.5754,4,4,0.2158433836683417
10.4,0.0,71.1,51.0,41.0,2.0,1.0,3600.0,2,5,0.2299266078940731
8.05,0.0,100.0,90.0,60.0,77.0,0.0,0.0,3,3,0.3643749709923664
7.75,0.0,99.0,98.0,18.0,0.0,0.0,0.0,11,4,0.3638859671049648
26.2,0.0,4.5,5.0,0.0,0.0,1.0,3600.0,7,6,0.1918325836609045
15.05,0.0,62.4,44.0,38.0,0.0,1.0,3600.0,9,3,0.183466649987415
0.0,0.0,39.0,10.0,0.0,100.0,0.0,0.0,11,4,0.3986235827210884
8.2,0.0,100.0,48.0,95.0,96.0,1.0,3600.0,2,1,0.2637737104825291
9.6,0.0,16.199999,18.0,0.0,0.0,1.0,3600.0,5,2,0.1925578131107885
16.4,0.6,84.3,0.0,91.0,99.0,1.0,0.0,9,4,0.1837598085885167
11.4,0.0,30.000002,0.0,6.0,88.0,0.0,0.0,10,3,0.1076816425362318
5.55,0.0,100.0,100.0,46.0,100.0,1.0,0.0,3,5,0.1608433454944547
12.85,0.1,57.600002,3.0,91.0,1.0,0.0,0.0,7,5,0.217868414217633
10.25,0.3,100.0,83.0,99.0,0.0,0.0,0.0,5,1,0.1236118145042194
15.9,0.0,62.699997,58.0,0.0,35.0,1.0,3600.0,7,0,0.1728958284468536
15.0,0.0,100.0,63.0,85.0,97.0,1.0,3600.0,6,4,0.2048516839378238
7.85,0.0,100.0,55.0,72.0,97.0,0.0,0.0,1,5,0.384481499677179
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0.3202954873739798
15.9,0.0,52.5,31.0,40.0,2.0,0.0,0.0,7,3,0.1148438908896797
3.1,0.0,0.0,0.0,0.0,0.0,1.0,388.69894,5,2,0.1357750731256085
11.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,12,4,0.36168500025
11.1,0.0,36.600002,19.0,25.0,15.0,1.0,3600.0,4,1,0.2698021176704169
3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.1283763547783251
9.2,0.0,100.0,100.0,8.0,99.0,0.0,0.0,5,6,0.1672313550922213
14.7,0.0,58.799995,33.0,35.0,27.0,1.0,3600.0,9,4,0.2566684209022556
9.9,0.0,100.0,22.0,98.0,96.0,1.0,3600.0,5,3,0.1868362656579873
11.1,0.1,100.0,100.0,97.0,7.0,1.0,1097.6537,5,0,0.2346904007383966
16.7,1.1,69.0,32.0,19.0,96.0,0.0,0.0,10,3,0.2182285301900409
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.3605057811153933
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,0.1279494721970839
8.6,0.2,82.799995,35.0,67.0,37.0,1.0,1746.7113,3,4,0.2166514951885565
21.7,0.0,0.9,1.0,0.0,0.0,1.0,3600.0,5,3,0.2155508937978839
16.75,0.0,100.0,68.0,88.0,82.0,1.0,3600.0,5,5,0.197632931566265
6.45,0.3,100.0,100.0,90.0,3.0,0.0,0.0,4,1,0.1339236013642564
7.8,0.0,44.1,37.0,10.0,16.0,0.0,0.0,11,2,0.3543158491598546
6.7,0.0,30.6,6.0,0.0,84.0,1.0,0.0,2,0,0.1909581547264935
6.6,0.9,100.0,100.0,100.0,100.0,1.0,0.0,3,6,0.1891550064471879
18.65,0.0,100.0,100.0,33.0,6.0,1.0,0.0,9,6,0.2117507902002107
17.05,0.0,39.0,2.0,12.0,100.0,1.0,2983.5034,8,2,0.1674821598715509
15.5,0.0,49.8,24.0,0.0,94.0,0.0,0.0,8,1,0.1263720684848485
14.2,0.6,100.0,87.0,98.0,22.0,0.0,0.0,10,6,0.1708791396180807
2.55,0.0,66.6,74.0,0.0,0.0,1.0,3111.3047,11,1,0.2294404761418853
3.1,0.0,100.0,84.0,0.0,89.0,0.0,0.0,11,4,0.2775324260997732
12.75,0.0,38.1,31.0,17.0,0.0,1.0,3600.0,4,1,0.1957644857009345
0.35,0.0,7.5,3.0,0.0,16.0,0.0,0.0,1,4,0.2880826661333333
12.9,0.0,100.0,100.0,0.0,67.0,1.0,0.0,6,3,0.1006583529411764
11.7,0.0,34.2,3.0,6.0,93.0,0.0,0.0,10,1,0.116363745787193
4.8,1.2,100.0,100.0,99.0,99.0,0.0,0.0,12,4,0.2116320754716981
11.15,0.0,91.2,61.0,40.0,41.0,1.0,0.0,1,3,0.2274640002666666
10.95,0.0,100.0,99.0,100.0,98.0,0.0,0.0,5,3,0.1070818864852182
4.75,0.0,89.7,90.0,0.0,29.0,0.0,0.0,11,4,0.1452266543970988
-2.55,0.0,90.0,24.0,77.0,74.0,0.0,0.0,12,3,0.1806298482422318
8.65,0.0,52.200005,4.0,32.0,98.0,0.0,0.0,9,3,0.0962979107557389
2.4,0.0,22.5,25.0,0.0,0.0,0.0,0.0,3,0,0.1526145966709347
11.35,0.0,46.5,14.0,22.0,69.0,1.0,3600.0,11,3,0.2151052152380952
14.2,0.0,100.0,100.0,29.0,98.0,1.0,0.0,6,2,0.1153702307819123
3.8,0.0,1.8000001,0.0,2.0,2.0,0.0,0.0,1,4,0.1617064676616915
2.4,0.0,25.800001,1.0,0.0,83.0,0.0,0.0,12,3,0.1349798229576772
9.35,0.0,51.6,34.0,35.0,0.0,0.0,0.0,1,0,0.365657622150962
6.0,0.0,88.5,69.0,42.0,4.0,0.0,0.0,12,3,0.3176540694767442
1.1,0.0,100.0,98.0,43.0,1.0,0.0,0.0,2,1,0.1706611760466712
7.95,0.0,39.300003,16.0,12.0,59.0,0.0,0.0,11,1,0.3647686194595822
12.7,0.0,17.4,13.0,8.0,3.0,1.0,3600.0,11,6,0.2181428571428571
6.75,0.9,68.399994,51.0,13.0,49.0,1.0,1037.6893,3,1,0.2257867069013432
20.8,0.0,11.1,3.0,14.0,0.0,0.0,124.4686,5,2,0.2408848865206089
3.65,0.0,85.8,40.0,83.0,0.0,1.0,2830.644,4,3,0.2638581065596651
0.0,0.0,6.2999997,7.0,0.0,0.0,0.0,0.0,3,0,0.1623878716247139
6.55,0.0,88.2,98.0,0.0,0.0,1.0,3142.5535,3,6,0.3040020785219399
6.6,0.0,100.0,100.0,79.0,0.0,1.0,0.0,5,4,0.1350849567099567
1.05,0.1,100.0,98.0,94.0,99.0,0.0,0.0,2,2,0.4267517162242563
11.65,0.0,100.0,100.0,47.0,95.0,1.0,0.0,10,0,0.3041129780131483
14.75,0.0,48.300003,0.0,57.0,47.0,0.0,0.0,6,2,0.1167798445726395
17.5,0.0,23.400002,0.0,0.0,78.0,0.0,0.0,8,0,0.1292560041699657
7.3,0.0,41.1,25.0,18.0,26.0,0.0,0.0,1,3,0.3648696077397091
6.35,0.0,49.5,55.0,0.0,0.0,1.0,135.17899,11,4,0.2428715388788016
3.1,0.0,100.0,34.0,98.0,100.0,0.0,0.0,2,1,0.128522425532448
12.7,0.0,91.5,100.0,0.0,5.0,0.0,0.0,10,2,0.3145701792222733
22.8,0.0,25.800001,0.0,0.0,86.0,1.0,3600.0,9,5,0.1814956567517767
22.2,0.0,0.6,0.0,1.0,0.0,1.0,3600.0,8,6,0.1769398575046162
15.95,0.0,89.4,72.0,38.0,6.0,1.0,3600.0,6,2,0.1997650543928924
10.1,0.1,100.0,100.0,100.0,0.0,1.0,0.0,11,2,0.2085344159234125
14.3,0.0,12.6,0.0,0.0,42.0,0.0,0.0,7,5,0.1500165563150425
6.95,1.0,100.0,46.0,100.0,66.0,1.0,0.0,4,4,0.1182034096216721
8.25,0.0,7.4999995,6.0,2.0,3.0,1.0,1860.5094,1,1,0.2581828249307479
7.15,0.0,53.100002,19.0,11.0,98.0,0.0,0.0,1,3,0.2582541572598659
4.65,0.0,100.0,100.0,0.0,39.0,0.0,0.0,3,2,0.1771257707768187
13.1,0.0,8.1,3.0,9.0,0.0,0.0,0.0,8,0,0.0956938873209169
4.4,0.0,46.2,18.0,0.0,100.0,0.0,0.0,3,1,0.3993839997333334
5.95,0.0,63.3,61.0,14.0,0.0,0.0,0.0,5,4,0.2798474336536208
9.9,0.8,100.0,100.0,97.0,100.0,1.0,0.0,12,0,0.3034775983397771
8.45,0.0,100.0,100.0,23.0,83.0,0.0,0.0,5,0,0.1080658105136436
13.95,0.0,42.3,40.0,8.0,5.0,0.0,0.0,8,1,0.0973544002146434
15.55,0.0,100.0,98.0,9.0,92.0,1.0,440.17157,6,6,0.2369978805463966
19.4,0.0,100.0,67.0,84.0,97.0,1.0,3600.0,7,1,0.1757095152777777
14.75,0.0,100.0,95.0,26.0,89.0,0.0,0.0,8,6,0.1356674577795358
10.6,0.0,16.5,9.0,14.0,0.0,1.0,0.0,7,6,0.1015392338441215
8.45,0.6,100.0,100.0,99.0,100.0,1.0,0.0,12,3,0.2572177070374574
9.1,0.0,37.5,12.0,25.0,39.0,0.0,0.0,4,3,0.1822800253476612
12.1,0.0,30.599998,34.0,0.0,0.0,0.0,0.0,7,4,0.1438582920037851
2.75,0.0,69.299995,77.0,0.0,0.0,0.0,0.0,3,6,0.3822969290233202
10.15,0.0,42.3,31.0,24.0,0.0,1.0,3600.0,4,4,0.2058715555347968
7.95,0.0,71.7,0.0,82.0,75.0,0.0,0.0,10,4,0.3086770658251965
6.5,0.0,100.0,99.0,97.0,100.0,1.0,0.0,1,4,0.2444466816306239
9.5,0.0,13.799999,14.0,2.0,0.0,0.0,0.0,1,1,0.3710737361035758
1.9,0.0,90.0,100.0,0.0,0.0,1.0,879.4935,2,3,0.2700526436781609
0.25,0.0,100.0,94.0,97.0,88.0,1.0,0.0,2,3,0.2661736105902778
7.25,0.0,100.0,100.0,98.0,97.0,0.0,0.0,12,4,0.2378193450406104
19.5,0.0,69.3,75.0,3.0,0.0,1.0,3600.0,6,4,0.1699146848989298
5.65,0.0,26.099998,29.0,0.0,0.0,0.0,0.0,11,4,0.2039605083749432
10.9,0.0,80.1,89.0,0.0,0.0,1.0,0.0,7,4,0.0981022727746212
16.3,0.0,99.6,95.0,16.0,15.0,1.0,0.0,5,6,0.212083469815291
4.4,0.0,90.0,100.0,0.0,0.0,1.0,3026.168,3,5,0.2822490181335181
15.4,0.0,63.6,69.0,1.0,3.0,1.0,3600.0,6,0,0.1834104098414598
11.55,0.0,100.0,100.0,31.0,99.0,0.0,0.0,12,6,0.2640709185422309
4.3,0.0,66.9,41.0,0.0,100.0,0.0,0.0,11,6,0.2386939122241086
7.45,0.0,100.0,91.0,99.0,31.0,0.0,0.0,12,6,0.2512879253869969
17.9,1.2,39.0,14.0,35.0,18.0,1.0,3600.0,7,6,0.2621683888578609
6.2,0.0,81.600006,1.0,88.0,93.0,1.0,0.0,12,1,0.2595412186379928
20.5,0.0,1.2,0.0,2.0,0.0,1.0,3600.0,7,6,0.1908648505157366
17.55,0.0,34.2,19.0,23.0,11.0,1.0,3600.0,6,5,0.2078693584026128
8.55,0.0,36.9,0.0,39.0,45.0,0.0,0.0,3,3,0.3102168929092805
10.7,0.0,31.2,20.0,22.0,0.0,1.0,2075.3013,1,0,0.2333148419625246
11.3,0.0,55.5,47.0,21.0,2.0,1.0,333.08606,7,6,0.1029378307407407
5.6,0.0,100.0,91.0,15.0,100.0,0.0,0.0,12,3,0.3406439134698521
3.55,0.0,9.900001,0.0,0.0,33.0,0.0,0.0,3,3,0.1397487781036168
5.3,0.0,100.0,84.0,100.0,25.0,0.0,0.0,12,1,0.3330127985970957
9.0,0.0,42.899998,34.0,20.0,1.0,1.0,3600.0,2,3,0.2321142661094573
6.1,0.0,100.0,39.0,100.0,51.0,1.0,0.0,11,0,0.237151769646098
13.25,0.0,91.5,95.0,0.0,20.0,0.0,0.0,10,1,0.0950180766449746
4.95,0.0,23.4,26.0,0.0,0.0,0.0,0.0,11,4,0.1459334997503404
10.85,0.0,89.700005,1.0,98.0,100.0,1.0,0.0,9,6,0.1554572528112965
13.7,0.0,47.100002,19.0,18.0,64.0,0.0,0.0,8,0,0.1325380763372859
14.05,0.0,100.0,100.0,98.0,98.0,1.0,0.0,6,4,0.1821004954470394
3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.110577399042727
13.05,0.1,100.0,100.0,61.0,44.0,1.0,0.0,7,1,0.1717040167811839
17.45,0.1,79.200005,54.0,42.0,18.0,1.0,3600.0,6,4,0.1834815371960372
6.9,0.0,0.0,0.0,0.0,0.0,1.0,3600.0,3,0,0.2187326094984978
1.8,0.0,2.7,0.0,0.0,9.0,0.0,0.0,3,0,0.3421995379445727
12.6,0.2,100.0,99.0,95.0,98.0,1.0,305.8253,12,0,0.2267171343673067
8.15,0.0,26.099998,29.0,0.0,0.0,1.0,1999.5394,1,3,0.2197708694079762
22.45,0.0,19.8,2.0,30.0,0.0,1.0,3600.0,8,0,0.1825680459220282
10.5,0.0,74.399994,51.0,15.0,65.0,1.0,2931.3433,1,0,0.2359482283378746
5.5,0.0,1.2,1.0,0.0,1.0,1.0,3600.0,3,0,0.2253670591822591
5.7,0.0,65.7,73.0,0.0,0.0,1.0,3600.0,3,4,0.246813062358643
6.65,0.3,100.0,96.0,94.0,97.0,0.0,0.0,4,0,0.3362365371506476
9.35,0.2,100.0,100.0,85.0,88.0,0.0,0.0,4,0,0.1873733092876465
6.3,0.0,45.0,15.0,3.0,99.0,0.0,0.0,12,4,0.3767949127186009
11.6,0.7,100.0,100.0,40.0,83.0,0.0,0.0,12,6,0.382385865550357
6.35,0.0,90.0,100.0,0.0,0.0,1.0,0.0,3,1,0.2413111664993726
6.7,1.1,100.0,100.0,100.0,100.0,0.0,0.0,1,4,0.2676765290402785
18.95,0.2,87.9,85.0,19.0,0.0,1.0,3350.9844,7,2,0.1773519010904803
2.9,0.0,44.4,42.0,11.0,0.0,1.0,3600.0,1,6,0.3421509775807185
8.4,0.0,100.0,91.0,78.0,64.0,1.0,2518.884,12,1,0.3485245229791099
1.45,0.0,1.8,2.0,0.0,0.0,0.0,0.0,11,1,0.3933855684645286
13.5,0.0,100.0,78.0,97.0,1.0,0.0,0.0,7,1,0.2219866447533387
1.45,0.0,100.0,100.0,89.0,1.0,1.0,0.0,3,5,0.3969406581594807
10.1,0.0,53.4,26.0,0.0,100.0,1.0,3600.0,11,2,0.28800001
9.45,0.4,100.0,58.0,96.0,24.0,1.0,0.0,5,0,0.1979940094009216
-0.4,0.0,11.7,13.0,0.0,0.0,1.0,3600.0,2,5,0.2903766891891892
26.5,0.0,29.7,0.0,3.0,93.0,1.0,3600.0,7,0,0.1719651906701397
7.6,0.0,100.0,63.0,87.0,100.0,0.0,0.0,12,0,0.1569072750678175
9.75,0.1,100.0,74.0,36.0,100.0,0.0,0.0,1,0,0.4100310148916762
10.35,0.0,27.9,0.0,3.0,87.0,1.0,3600.0,3,3,0.2131218221398305
23.5,0.0,0.0,0.0,0.0,0.0,1.0,3600.0,7,0,0.1787194606557376
1.5,0.0,14.1,13.0,4.0,0.0,1.0,373.3222,4,3,0.1783024054982818
12.15,0.0,100.0,100.0,89.0,100.0,0.0,0.0,12,5,0.2726347724545455
6.05,0.0,30.000002,4.0,43.0,2.0,0.0,0.0,12,3,0.1327140044794487
13.3,0.0,63.0,33.0,44.0,23.0,0.0,0.0,6,5,0.2212028711371363
14.25,0.1,71.4,64.0,23.0,0.0,1.0,1383.225,10,2,0.1976094203140096
6.85,0.3,39.6,27.0,22.0,7.0,1.0,945.9433,1,0,0.2481835773257256
8.7,0.3,100.0,100.0,97.0,100.0,1.0,0.0,3,4,0.2305409156033287
17.05,1.1,99.299995,56.0,58.0,47.0,1.0,348.26822,7,2,0.2197881917924278
5.5,0.2,100.0,80.0,81.0,0.0,1.0,0.0,5,4,0.211671120464135
11.3,0.0,30.000002,0.0,0.0,100.0,1.0,2148.8567,9,6,0.1353404306220095
11.0,2.4,100.0,68.0,93.0,99.0,1.0,0.0,1,6,0.3565677960451978
-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0.1463171171171171
7.4,0.0,100.0,100.0,98.0,0.0,0.0,0.0,4,5,0.177044183949504
10.4,0.4,48.9,23.0,47.0,0.0,0.0,0.0,1,0,0.2385569528106509
8.9,0.0,3.9,1.0,4.0,2.0,0.0,0.0,11,1,0.3705950137496974
2.8,0.0,15.299999,17.0,0.0,0.0,0.0,0.0,11,1,0.1829409496252555
8.0,0.0,89.1,99.0,0.0,0.0,0.0,0.0,11,4,0.3571700294037633
4.7,0.0,88.2,98.0,0.0,0.0,1.0,126.46323,5,4,0.120696905766526
2.85,0.0,18.3,17.0,5.0,0.0,0.0,0.0,12,1,0.1430471688679245
7.5,0.0,8.4,3.0,7.0,5.0,1.0,3600.0,1,4,0.2193663793103448
7.35,0.0,28.5,21.0,16.0,0.0,0.0,0.0,4,4,0.2969646019329297
15.3,0.3,53.100002,7.0,51.0,54.0,1.0,0.0,8,2,0.2030023716205533
-2.2,0.0,10.200001,0.0,0.0,34.0,1.0,429.04385,2,0,0.270358064516129
20.8,0.0,26.099998,29.0,0.0,0.0,1.0,3600.0,7,2,0.1582619499290108
4.1,0.0,57.6,64.0,0.0,0.0,0.0,0.0,2,6,0.3247835546953733
7.35,0.0,25.199999,28.0,0.0,0.0,1.0,3464.88,1,3,0.2163628933366361
18.45,0.0,51.0,11.0,36.0,65.0,1.0,1026.2203,6,2,0.2281948172909305
13.25,0.0,100.0,100.0,94.0,98.0,1.0,0.0,6,4,0.110399999976415
11.1,0.3,97.8,16.0,89.0,100.0,1.0,0.0,5,2,0.29005163808995
5.75,0.0,72.0,80.0,0.0,0.0,1.0,3600.0,12,2,0.2396467255539143
13.0,0.2,100.0,89.0,90.0,66.0,1.0,54.911728,9,2,0.1881304237503172
1.4,0.0,35.1,26.0,4.0,31.0,0.0,0.0,2,6,0.1510942565537555
9.6,0.0,9.9,11.0,0.0,0.0,0.0,0.0,9,3,0.1174318004204993
13.45,0.1,44.4,42.0,11.0,0.0,1.0,3600.0,5,4,0.1857076020350877
